society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
DLF Regal Gardens,125.0,8116.0,3.0,3.0,3.0,8.0,South-East,Relatively New,3, Sector 90 Gurgaon,29.0,0,0,1,0,1540.0,1640.0,1702.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015401675702316412
ROF Ananda,37.0,5744.0,3.0,2.0,1.0,6.0,South-East,Relatively New,3, Sector 95 Gurgaon,14.0,0,0,1,0,644.12,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00644150417827298
ROF Ananda,38.0,5899.0,3.0,2.0,1.0,2.0,South-East,Relatively New,3, Sector 95 Gurgaon,14.0,0,0,1,0,644.12,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.006441769791490083
ROF Ananda,32.0,5827.0,2.0,2.0,1.0,9.0,North,Relatively New,2, Sector 95 Gurgaon,14.0,0,0,1,0,549.16,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0.00549167667753561
ROF Ananda,31.5,5736.0,2.0,2.0,1.0,10.0,North,Relatively New,2, Sector 95 Gurgaon,14.0,0,0,1,0,549.16,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0.0054916317991631795
ROF Ananda,20.0,5463.0,1.0,1.0,1.0,9.0,South-West,Relatively New,1, Sector 95 Gurgaon,14.0,0,0,1,0,366.08,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003660992128866923
ROF Ananda,20.5,5599.0,1.0,1.0,1.0,2.0,South-West,Relatively New,1, Sector 95 Gurgaon,14.0,0,0,1,0,366.08,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003661368101446687
Mapsko Royale Ville,122.0,7176.0,3.0,5.0,3.0,10.0,South-West,Relatively New,3, Sector 82 Gurgaon,18.0,1,0,1,0,1700.0,2000.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0.017001114827201784
Spaze Privy AT,135.0,9642.0,3.0,3.0,3.0,7.0,South-East,Relatively New,3, Sector 84 Gurgaon,21.0,0,0,1,0,1400.0,1750.0,1918.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014001244555071561
Signature Andour Heights,55.0,8607.0,2.0,2.0,1.0,7.0,South-East,Relatively New,2, Sector 71 Gurgaon,13.0,0,0,0,0,541.0,600.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.006390147554316254
Sare Homes,112.00000000000001,5358.0,4.0,4.0,2.0,12.0,North-West,Relatively New,4, Sector 92 Gurgaon,21.0,1,0,0,0,2090.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02090332213512505
Sare Homes,110.00000000000001,5347.0,4.0,4.0,3.0,4.0,North-West,Relatively New,4, Sector 92 Gurgaon,21.0,1,0,0,0,2057.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020572283523471107
Sare Homes,68.0,5238.0,3.0,3.0,2.0,11.0,North-West,Relatively New,3, Sector 92 Gurgaon,21.0,0,0,1,0,1298.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012982054219167621
Sare Homes,119.0,5219.0,4.0,3.0,3.0,14.0,North,Relatively New,4, Sector 92 Gurgaon,21.0,1,0,0,0,2280.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02280130293159609
Suncity Avenue ,47.5,8928.0,2.0,2.0,1.0,5.0,South-East,Relatively New,2, Sector 102 Gurgaon,12.0,0,0,0,1,532.0,,632.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,53,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005320340501792115
ATS Kocoon,295.0,10350.0,4.0,4.0,3.0,7.0,South-East,Relatively New,4, Sector 109 Gurgaon,34.0,1,0,0,1,2850.0,3150.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.028502415458937197
Bestech Park View Residency,98.0,6261.0,2.0,2.0,3.0,14.0,South-West,Moderately Old,2, Palam Vihar,14.0,0,1,0,0,,,1565.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01565245168503434
Bestech Park View Residency,155.0,8072.0,3.0,4.0,3.0,10.0,East,Moderately Old,3, Palam Vihar,14.0,1,0,0,0,,,1920.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.019202180376610506
Bestech Park View Residency,101.0,7137.0,2.0,2.0,3.0,0.0,East,Moderately Old,2, Palam Vihar,14.0,0,0,0,0,,,1415.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.014151604315538743
Bestech Park View Residency,151.0,7890.0,3.0,4.0,3.0,8.0,West,Moderately Old,3, Palam Vihar,14.0,1,0,0,0,,,1920.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.019138149556400506
Bestech Park View Residency,140.0,7865.0,3.0,3.0,3.0,8.0,South-West,Moderately Old,3, Palam Vihar,14.0,0,0,0,0,,,1780.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.017800381436745075
Bestech Park View Residency,159.0,8281.0,3.0,4.0,3.0,11.0,North-West,Moderately Old,3, Palam Vihar,14.0,1,0,0,0,,,1920.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.01920057964014008
Bestech Park View Residency,56.2,8632.0,1.0,2.0,2.0,7.0,North-East,Moderately Old,1, Palam Vihar,8.0,0,0,0,0,651.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.006510658016682113
Conscient Heritage Max,200.0,9306.0,3.0,4.0,3.0,13.0,North-East,Relatively New,3, Sector 102 Gurgaon,25.0,1,1,0,0,1650.0,1900.0,2149.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.02149151085321298
Emaar Gurgaon Greens,135.0,10800.0,3.0,4.0,3.0,9.0,North-East,Relatively New,3, Sector 102 Gurgaon,14.0,1,0,1,0,1250.0,1400.0,1650.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0125
BPTP Amstoria,190.0,8444.0,3.0,3.0,3.0,1.0,North-East,Relatively New,3, Sector 102 Gurgaon,2.0,1,0,0,0,2250.0,2500.0,2727.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.022501184272856467
Conscient Heritage Max,170.0,11333.0,3.0,4.0,3.0,8.0,North-East,Relatively New,3, Sector 102 Gurgaon,25.0,1,0,1,0,1500.0,1700.0,1942.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.015000441189446748
Paras Dews,114.99999999999999,7419.0,3.0,3.0,3.0,11.0,North-East,Relatively New,3, Sector 106 Gurgaon,24.0,1,0,1,0,1550.0,1650.0,1760.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.015500741339803207
SS The Coralwood,110.00000000000001,5820.0,3.0,3.0,3.0,12.0,East,Moderately Old,3, Sector 84 Gurgaon,21.0,0,0,0,0,,,1890.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.018900343642611686
Emaar Gurgaon Greens,130.0,7878.0,3.0,3.0,3.0,4.0,East,Relatively New,3, Sector 102 Gurgaon,14.0,1,0,0,0,1022.58,,1650.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0165016501650165
Ireo The Grand Arch,484.99999999999994,16934.0,4.0,5.0,3.0,23.0,North-West,Relatively New,4, sector 58 Gurgaon,29.0,1,1,1,0,2864.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,4,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0.028640604700602337
Ireo The Grand Arch,220.00000000000003,16000.0,2.0,2.0,1.0,5.0,East,Relatively New,2, sector 58 Gurgaon,29.0,0,0,1,0,1375.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.013750000000000002
Experion The Heartsong,125.0,9259.0,3.0,3.0,3.0,1.0,South-East,Relatively New,3, Sector 108 Gurgaon,14.0,1,0,1,0,1350.0,1500.0,1758.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.013500378010584296
Experion The Heartsong,155.0,7738.0,3.0,3.0,3.0,7.0,North-East,Relatively New,3, Sector 108 Gurgaon,14.0,1,0,1,0,1550.0,1750.0,2003.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.020031015766347894
Shapoorji Pallonji Joyville Gurugram,190.0,10259.0,3.0,3.0,3.0,15.0,North-East,New Property,3, Sector 102 Gurgaon,26.0,0,0,1,0,1450.0,1700.0,1852.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.018520323618286382
Bestech Park View Sanskruti,160.0,8020.0,3.0,4.0,3.0,10.0,North-West,Relatively New,3, Sector 92 Gurgaon,19.0,1,0,0,0,1476.0,1615.0,1995.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,3,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0199501246882793
Emaar MGF The Palm Drive,300.0,14285.0,4.0,5.0,3.0,10.0,East,Relatively New,4, Sector 66 Gurgaon,17.0,1,0,0,0,,,2100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,4,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,2,0.021001050052502624
Ireo The Grand Arch,220.00000000000003,16000.0,2.0,2.0,2.0,6.0,North-East,Relatively New,2, sector 58 Gurgaon,29.0,0,0,0,0,,,1375.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013750000000000002
Experion Windchants,520.0,10726.0,4.0,6.0,3.0,15.0,East,Relatively New,4, Sector 112 Gurgaon,28.0,1,0,1,0,3500.0,3655.35,4848.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.04848032817452918
DLF Regency Park ,235.0,13224.0,3.0,4.0,3.0,8.0,South-East,Old Property,3, DLF Phase 4,20.0,1,0,0,0,1600.0,1700.0,1777.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.017770719903206292
Emaar MGF Emerald Floors Premier,277.0,14025.0,4.0,4.0,3.0,3.0,North-East,Relatively New,4, Sector 65 Gurgaon,5.0,1,1,0,0,1975.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.019750445632798572
Emaar MGF Emerald Floors Premier,270.0,16363.0,3.0,3.0,3.0,5.0,North-West,Relatively New,3, Sector 65 Gurgaon,5.0,1,0,0,1,1650.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.01650064169162134
Emaar MGF Emerald Floors Premier,235.0,14242.0,3.0,3.0,3.0,3.0,East,Relatively New,3, Sector 65 Gurgaon,5.0,1,1,0,0,1650.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.016500491504002245
Emaar MGF Emerald Floors Premier,279.0,14126.0,4.0,4.0,3.0,2.0,South-West,Relatively New,4, Sector 65 Gurgaon,5.0,1,1,0,0,1975.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,3,1,1,1,1,1,4,1,2,1,0,0,0,0,0,0,0,1,0.01975081410165652
Emaar MGF Emerald Floors Premier,229.99999999999997,13939.0,3.0,4.0,3.0,3.0,South-West,Relatively New,3, Sector 65 Gurgaon,5.0,1,1,1,1,1650.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.01650046631752636
The Lions CGHS,210.0,8750.0,3.0,4.0,3.0,8.0,West,Old Property,3, Sector 56 Gurgaon,9.0,0,0,0,0,2000.0,2200.0,2400.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,53,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.024
Rail Vihar CGHS,135.0,10384.0,3.0,2.0,2.0,1.0,West,Old Property,3, Sector 56 Gurgaon,4.0,0,0,0,0,1250.0,1275.0,1300.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,47,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000770416024654
Puri Emerald Bay,223.0,9911.0,3.0,4.0,3.0,10.0,East,Relatively New,3, Sector 104 Gurgaon,29.0,1,0,0,0,2250.0,,2450.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.022500252244980326
Experion The Heartsong,208.0,9904.0,4.0,4.0,3.0,3.0,East,Relatively New,4, Sector 108 Gurgaon,14.0,1,0,0,0,2100.0,2631.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210016155088853
Experion The Heartsong,130.0,8344.0,3.0,3.0,3.0,7.0,South-West,Relatively New,3, Sector 108 Gurgaon,14.0,0,1,0,0,1558.0,,1758.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01558005752636625
Suncity Avenue ,48.0,9022.0,2.0,2.0,1.0,5.0,North-East,Relatively New,2, Sector 102 Gurgaon,12.0,0,0,0,1,532.0,,632.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005320328086898692
Sobha City,233.0,14463.0,3.0,3.0,3.0,17.0,North-East,Relatively New,3, Sector 108 Gurgaon,24.0,0,0,0,1,1611.0,1711.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.01611007398188481
Parsvnath Green Ville,175.0,7201.0,3.0,3.0,3.0,7.0,South,Old Property,3, Sector 48 Gurgaon,19.0,1,0,0,0,1800.0,2200.0,2430.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.024302180252742674
Parsvnath Green Ville,160.0,8376.0,3.0,3.0,3.0,13.0,North-West,Old Property,3, Sector 48 Gurgaon,19.0,0,0,0,0,1600.0,1700.0,1910.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0.019102196752626553
Parsvnath Green Ville,150.0,8787.0,3.0,3.0,3.0,1.0,North,Old Property,3, Sector 48 Gurgaon,5.0,0,0,0,0,1400.0,1600.0,1707.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.01707067258449983
Orchid Petals,190.0,10526.0,3.0,3.0,3.0,2.0,South,Old Property,3, Sector 49 Gurgaon,14.0,0,0,0,0,1400.0,1600.0,1805.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.018050541516245487
Ireo Skyon,370.0,13214.0,4.0,5.0,3.0,10.0,South,Relatively New,4, Sector 60 Gurgaon,39.0,1,0,0,0,,,2800.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.028000605418495535
